	artist_name	track_name	id	danceability	energy	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo
2258	Bebe Rexha	Knees	7IOxauZfx5l18mYfX0GZm6	0.777	0.577	-6.872	0	0.0357	1.02e-06	0.0869	0.381	109.019
2259	Gryffin	Caught Up (with Olivia O'Brien)	0sPrs9vLFdRRTllqlwL4v1	0.704	0.822	-4.691	0	0.0367	0.0011	0.156	0.534	122.032
2260	Conro	Therapy	5q7AR3TkyCxlgxAjBMu4yL	0.745	0.6	-8.863	1	0.118	0.00271	0.0628	0.921	99.975
2261	ILLENIUM	First Time (feat. iann dior) - Sam Feldt Remix	3oNaNQlmABqzAMQTmyAjaP	0.697	0.781	-5.45	1	0.0503	0.0	0.102	0.516	91.942
2262	Two Friends	Last Day	03t9JYc8ItDyrQUpWeywWE	0.653	0.659	-4.892	1	0.0514	0.0	0.265	0.438	102.974
2263	Jai Wolf	Indian Summer	0t488LlnuTDRjklgkotom9	0.435	0.825	-2.518	1	0.0617	0.0454	0.0845	0.0425	169.835
2264	KREAM	Water (feat. ZOHARA)	6KddlPfPQ0L8MyffEpo63p	0.567	0.738	-6.03	0	0.154	7.27e-05	0.207	0.432	121.936
2265	Disclosure	Omen - Radio Edit	78EQ5LZGgviMU9k0zrqv1r	0.671	0.786	-4.857	1	0.14	0.0	0.363	0.621	106.057
2266	Galantis	Faith (with Dolly Parton) [feat. Mr. Probz]	35MKhw2YBKApmD7fAnPERC	0.547	0.795	-3.721	1	0.0489	0.0	0.11	0.723	118.118
2267	Party Favor	Bap U	4Ijr3J0lnLCGZvpXBiqCjU	0.668	0.953	-1.784	0	0.0386	0.000118	0.0834	0.254	100.001
2268	JOYRYDE	DAMN - Bonus Track	3sGJmCUfZKbbjtZ24eaepn	0.715	0.962	-4.416	0	0.261	6.23e-05	0.381	0.517	149.981
2269	Mac DeMarco	Treat Her Better	0yzbBhKzbPnAwxT1UNKfHS	0.452	0.689	-6.194	0	0.0422	0.011	0.273	0.342	206.733
2270	NGHTMRE	Shady Intentions (feat. Tori Levett)	7zN7l6yep9kPdBJeevfPvY	0.592	0.738	-5.975	0	0.0367	0.092	0.109	0.319	158.051
2271	Martin Garrix	Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)	3jbAzLVcHiI5hYSkcKe1Ty	0.647	0.642	-7.306	0	0.0743	0.0	0.134	0.48	90.045
2272	Leat'eq	Tokyo	2Anpk7AihEt38POoMEDqRb	0.743	0.879	-2.717	0	0.0339	0.00141	0.081	0.636	101.968
2273	Janji	Heroes Tonight	3SipFlNddvL0XNZRLXvdZD	0.537	0.786	-4.331	1	0.0317	0.0	0.253	0.178	127.994
2274	Martin Garrix	Animals - Extended	6JEntXLt4z98CcDtIH9sU7	0.677	0.866	-6.403	1	0.0392	0.662	0.412	0.0386	128.005
2275	Armin van Buuren	Pull Over	5wFTjCHWzLT6zAzhpJv8Qk	0.597	0.98	-2.555	1	0.0454	0.849	0.071	0.636	131.977
2276	KREAM	Take Control	4NPkQtN5w0T4ju8T6mYVsJ	0.676	0.9	-6.469	1	0.0881	0.0136	0.0942	0.482	122.984
2277	CVBZ	Don't Call Me	4VvpZbMIwMQ3RnjrPcUcRp	0.501	0.628	-6.814	1	0.0272	0.0	0.394	0.404	139.891
2278	John Summit	Make Me Feel	4vgP9RNzsXEUcW7Ws50VrI	0.767	0.67	-9.153	1	0.045	0.828	0.117	0.434	126.013
2279	Chris Lake	A Drug From God	4skbQNtyjy8A7mo8oqe2oD	0.714	0.883	-4.43	1	0.0625	0.843	0.231	0.819	126.016
2280	Skrillex	Would You Ever	57p8CBvPOxrvyCbn6ttl5r	0.653	0.91	-3.36	1	0.0566	0.0	0.318	0.0921	126.047
2281	Vintage Culture	You Give Me A Feeling	1YKp8PG1DEQJ0hLc2CJGO8	0.761	0.867	-6.168	1	0.0499	0.615	0.0689	0.679	126.03
2282	Gaullin	Sweater Weather	6siDDghVE7fxel5o7fE4OF	0.57	0.873	-5.188	0	0.07	0.0	0.365	0.236	125.086
2283	ILLENIUM	Sideways	0PMNxtgeNSmPPp4aiA4T8F	0.474	0.792	-3.302	1	0.051	1.09e-06	0.277	0.31	141.926
2284	Rita Ora	Only Want You	725LGmgyvXMIgAHXDNnBbY	0.654	0.528	-6.224	0	0.0412	7.53e-05	0.0974	0.376	82.056
2285	Sam Feldt	Stronger (feat. Kesha)	4NctFqJyGAqurHFEUQvWgR	0.648	0.672	-7.902	1	0.0436	0.0	0.097	0.435	104.987
2286	Purity Ring	Fineshrine	5aJmSzmuhLI6fr1Rm0EnkS	0.609	0.797	-4.45	0	0.0404	8.68e-06	0.434	0.4	130.053
2287	DVBBS	When The Lights Go Down (feat. Cody Simpson)	3J3EdH1ZgXqk1ROTzQOF0U	0.738	0.713	-5.977	0	0.0444	1.06e-06	0.0542	0.49	126.077
2288	Mac DeMarco	A Heart Like Hers	1Ijh9lrbGPUj1tui7OGpnB	0.56	0.381	-8.503	1	0.0291	0.000142	0.125	0.558	147.431
2289	Rita Ora	Bang Bang	5gQh0YYx69tme10CQ3T0Ad	0.764	0.846	-2.743	0	0.0636	0.000263	0.0475	0.777	122.992
2290	Marshmello	Before U	1iyXU0LHY9Irw7oohGf7hb	0.597	0.94	-3.049	1	0.0325	0.916	0.0954	0.585	140.031
2291	Rita Ora	Anywhere	1OYXGf0WkeiUf9f1d9CL3v	0.649	0.743	-6.042	0	0.068	0.0	0.0855	0.344	106.916
2292	Sonny Fodera	Need U - Spotify Singles	6Ww581O9pklqs42MN4Da6q	0.745	0.772	-5.161	0	0.0497	1.69e-06	0.23	0.788	121.98
2293	Silk City	New Love (feat. Ellie Goulding)	5iEI2hHcG8bnKmUelPk08F	0.786	0.732	-6.664	1	0.0421	2.47e-06	0.342	0.631	123.982
2294	Joel Corry	Head & Heart (feat. MNEK) - Tiësto Remix	1ohLQfIwj9NUN7e5UKeDl9	0.693	0.866	-4.964	0	0.0498	0.0	0.145	0.663	126.002
2295	Kayzo	Battle Drums	30XZElqGTzvdg6clMAMcEp	0.524	0.966	-2.141	1	0.452	0.00327	0.439	0.386	89.896
2296	Gryffin	Need Your Love (with Noah Kahan)	1vsQb8n0icvMsFnL9663LM	0.581	0.76	-3.962	1	0.0406	0.0	0.183	0.523	104.099
2297	Flume	Say Nothing (feat. MAY-A) - Tchami Remix	6EztmOFElf8Clh6NM60Lt3	0.751	0.794	-7.607	0	0.0594	0.314	0.0547	0.333	126.012
2298	John Summit	Better Than This	5OLSGox6JVpAyEQuoSYRcs	0.673	0.839	-6.787	0	0.0373	0.416	0.126	0.24	125.03
2299	Kungs	Clap Your Hands	7g7OshelYRRnOSEMmisJVI	0.878	0.875	-4.923	1	0.0658	3.42e-05	0.356	0.84	124.006
2300	Tritonal	I Feel The Love	6UiDiFJUGEDzkGpZBL8IYq	0.555	0.813	-5.792	1	0.033	0.0	0.165	0.435	125.034
2301	Hayden James	Something About You - ODESZA Remix	6vjWim6xU6tPjA42GxSp1U	0.705	0.674	-8.432	0	0.04	0.0149	0.138	0.103	105.0
2302	Kasbo	Shut The World Out	3Up1MsHqcxUVgB2iuqFRq2	0.496	0.679	-6.893	1	0.0345	0.00327	0.316	0.224	105.059
2303	Whethan	High (& Dua Lipa)	3dD9yyYTQ73SZvyOygyKva	0.708	0.552	-5.552	0	0.21	0.0	0.0541	0.686	147.834
2304	NERO	Promises - Skrillex & Nero Remix	7569Hbv0FUS7vjkdGvdgeZ	0.527	0.819	-3.374	0	0.0422	0.000152	0.0606	0.143	140.02
2305	Marshmello	Tongue Tied (with YUNGBLUD & blackbear)	7jzldCBnJjpJM3epzJ85KE	0.628	0.821	-2.721	0	0.0525	0.0	0.426	0.465	93.001
2306	Joel Corry	Lonely	2ZEq4HT450Ye9IFGPTl9qV	0.697	0.921	-4.283	1	0.0424	1.9e-05	0.159	0.722	123.988
2307	Tchami	Praise (feat. Gunna)	5cz0T1Q8AmpY18TDLAe2ja	0.737	0.681	-10.063	0	0.0536	0.0011	0.31	0.799	124.023
2308	Whethan	Superlove (feat. Oh Wonder)	0lchLc0vSyRRqKSPIkFtJI	0.578	0.491	-8.544	0	0.21	0.000378	0.182	0.64	98.273
2309	Disclosure	Omen	4kuPeLqTPXDkPB2injreCw	0.723	0.678	-5.224	1	0.125	0.0	0.372	0.633	106.01
2310	Hayden James	Something About You	5n9DJWUiwuKuPE9sCVbQ0n	0.861	0.602	-7.314	0	0.0617	0.0644	0.0751	0.684	114.978
2311	Hayden James	Lights Go Down (with SIDEPIECE)	2Oz13asNMRrqP0oHH5Nq1l	0.893	0.82	-3.938	1	0.0579	0.8	0.0514	0.778	123.003
2312	Benny Benassi	Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz	1n7omixiROWs5q6xpWiQuL	0.793	0.698	-3.626	1	0.104	0.145	0.0745	0.339	130.017
2313	Gaullin	Moonlight	7COq4g77Lk81xC5vZwfnIs	0.811	0.721	-5.739	1	0.099	0.015	0.263	0.346	124.952
2314	Sebastian Ingrosso	Calling (Lose My Mind) - Radio Edit	6LNjIsgHNs4q75uPt4rYf6	0.416	0.85	-4.91	0	0.0455	0.000175	0.204	0.142	125.096
2315	Benny Benassi	Cinema	4jKeYH0Gwq2PE3YYSClzM9	0.482	0.841	-2.622	1	0.0607	0.0	0.214	0.424	129.818
2316	Deorro	Bailar	1GL0EEkKCUT2yK52sjWkOt	0.75	0.891	-3.751	1	0.226	6.24e-06	0.057	0.553	128.076
2317	Galantis	Only A Fool (with Pink Sweat$)	4iWKQu7GcqRl1aVll2PD20	0.729	0.619	-6.155	0	0.0346	0.0	0.0953	0.623	123.061
2318	Years & Years	Sweet Talker	6FRxFke9VsjXmibGgSeKki	0.429	0.905	-2.93	1	0.0512	0.0	0.0714	0.659	121.025
2319	Martin Garrix	Don't Look Down (feat. Usher)	5M9jOReAKGZ2AttVefFjTY	0.575	0.831	-5.972	1	0.0356	0.000449	0.111	0.377	127.991
2320	The Knocks	R U HIGH (feat. Mallrat)	1nyyEarKbjbGm3iJqvZknV	0.739	0.628	-4.137	1	0.0703	0.0	0.266	0.634	120.944
2321	Carnage	I Like Tuh	0oGKiPNDmAsgAWdF4mAR4g	0.617	0.545	-5.288	0	0.0667	0.0	0.281	0.563	174.942
2322	Avicii	The Days	5Iy2Jj87Ha0C0IBlNE1I4y	0.59	0.724	-3.278	1	0.0439	4.07e-05	0.142	0.526	127.059
2323	Sigala	Lasting Lover - Tiësto Remix	3fIkn0ksMuH91GpflwmpJf	0.614	0.801	-4.581	1	0.13	0.0	0.275	0.524	125.95
2324	David Guetta	Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix	5072hCBK3Z15qRnTEzd8fy	0.448	0.911	-7.121	1	0.0491	0.555	0.37	0.0305	126.021
2325	Yellow Claw	DJ Turn It Up	1ivuWgxFQb2xzxVNSlB1hF	0.829	0.695	-5.561	1	0.0473	0.178	0.112	0.369	102.018
2326	Alison Wonderland	I Want U	6wb61u8ayuanWSHZzle5od	0.606	0.829	-3.455	0	0.036	5.43e-05	0.276	0.384	140.033
2327	Dom Dolla	San Frandisco	3T00mhdOYUuM5yiuPs3xhs	0.779	0.937	-6.269	0	0.0496	0.101	0.0912	0.49	125.025
2328	Calvin Harris	Giant (with Rag'n'Bone Man)	5itOtNx0WxtJmi1TQ3RuRd	0.807	0.887	-4.311	0	0.0361	0.000503	0.0811	0.606	122.015
2329	Jonasu	Black Magic	7zx1i0jGcFwMBurajgKlO7	0.812	0.634	-4.96	1	0.163	0.0	0.276	0.463	124.074
2330	Martin Jensen	Running	4hsRzEQg0t9qgtB4iXEGB5	0.606	0.853	-4.601	0	0.0392	1.19e-06	0.241	0.333	122.001
2331	Kygo	First Time	2Gl0FzuLxflY6nPifJp5Dr	0.633	0.592	-7.245	0	0.112	0.0	0.099	0.679	90.066
2332	Party Favor	Save Me	6VkomiRtWhCiFs4nzrzNUc	0.588	0.725	-7.635	1	0.0525	0.297	0.183	0.278	150.072
2333	Gryffin	Winnebago (feat. Quinn XCII & Daniel Wilson)	2FVm4ADgYRIQWlpYKDPdl9	0.654	0.886	-2.808	1	0.0417	9.17e-06	0.161	0.704	147.959
2334	Marshmello	Too Much (feat. Usher)	39umHdGKfpnjY4TFtnoQ51	0.712	0.891	-2.76	0	0.0401	0.0	0.258	0.735	126.012
2335	ILLENIUM	Story Of My Life (feat. Trippie Redd) - Heavy Edit	7vBwenmGPD2h0DSbljoZym	0.537	0.884	-4.088	0	0.0428	1.71e-06	0.113	0.397	97.024
2336	KSHMR	Ready To Love	0cvMWzztDy1wNQkBqae8w4	0.598	0.815	-4.481	1	0.0858	0.0	0.176	0.383	121.986
2337	Big Gigantic	Got Me Like	4JPG8zY4MKIrchfyFGOEPU	0.609	0.847	-3.984	1	0.0514	0.0461	0.375	0.418	147.966
2338	ayokay	Sleepless Nights (feat. Nightly)	4PUWpNtDejQwwa80LjvxXl	0.663	0.696	-5.994	1	0.0349	6.25e-06	0.226	0.449	139.98
2339	Avicii	Heaven	0vrmHPfoBadXVr2n0m1aqZ	0.592	0.873	-5.65	1	0.0275	0.00982	0.142	0.516	122.011
2340	Zedd	Spectrum	1dFkD1JfRMzwO6hwUsE8aS	0.609	0.801	-4.417	0	0.034	0.00349	0.127	0.407	129.99
2341	Cartoon	Why We Lose	5NmENli4oodYuWrI0vSGK4	0.424	0.921	-3.174	0	0.0427	0.00817	0.328	0.0973	174.986
2342	Flux Pavilion	I Can't Stop	5WSL7UTa38jMWoBzObD4BD	0.524	0.601	-13.399	0	0.0335	0.601	0.398	0.314	139.972
2343	Sultan + Shepard	Salta	5L8R2cyft2HfQ1IlfVAbcz	0.653	0.604	-10.177	0	0.0327	0.908	0.255	0.0768	119.98
2344	Swedish House Mafia	Don’t Go Mad (feat. Seinabo Sey)	3Cl8IGVb7E63EDIXTn5Pk7	0.564	0.701	-7.378	1	0.252	0.334	0.385	0.212	136.499
2345	ILLENIUM	Beautiful Creatures (feat. MAX)	4pWawf1Rq4qHDv4Ktqjg2D	0.578	0.826	-4.577	0	0.0796	0.00074	0.367	0.216	117.048
2346	Steve Aoki	Just Hold On	508oFmt92FyICj6pZiWQwC	0.647	0.932	-3.517	1	0.083	1.69e-06	0.0574	0.387	115.0
2347	Kayzo	Suffocate	6wUK8WB3cbNUAAGjNmKy3M	0.638	0.961	-1.726	1	0.3	0.00141	0.175	0.664	150.065
2348	Ganja White Night	Jungle Juice	1VxQboO0KAsIm8MjSShBJv	0.645	0.662	-5.899	0	0.0446	0.227	0.109	0.231	72.533
2349	Said The Sky	All I Got	1iaTDu4PCIWQQOwwwqq5qW	0.326	0.578	-6.786	1	0.0455	0.00479	0.575	0.102	144.731
2350	K-391	End of Time	67O8CWXxPsfz8orZVGMQwf	0.81	0.7	-5.664	0	0.0399	6.69e-05	0.137	0.193	116.019
2351	3LAU	How You Love Me	1nas007nDbzLwDGwvMdz79	0.496	0.789	-3.648	1	0.0839	0.0	0.34	0.286	127.961
2352	ARTY	Who Do You Love	2w1rG2MPE4vF77znvevuz5	0.537	0.964	-2.677	0	0.0552	0.00138	0.16	0.509	125.992
2353	Kito	Recap (with VanJess & Channel Tres)	2m3RjRXib3un5AEh08k8Fe	0.771	0.553	-8.741	0	0.121	3.78e-05	0.145	0.484	115.002
2354	Mac DeMarco	Let Her Go	2JPlAh94PTtjZmCs2dY0P7	0.594	0.664	-7.588	1	0.0292	0.126	0.162	0.811	111.123
2355	Loote	Wish I Never Met You	6Wrx0ZDaB3dxBDl1ZnddXT	0.621	0.692	-5.279	1	0.217	0.0	0.0806	0.705	165.967
2356	ILLENIUM	Story of My Life	3uGFiDkFlfnTZrexRajwUe	0.521	0.892	-4.029	1	0.0433	0.0	0.117	0.369	96.991
2357	Dombresky	Down Low	5jbz9ONajDOe1AW5c3ob5U	0.675	0.805	-6.55	0	0.0346	0.000974	0.182	0.762	122.017
2358	Jai Wolf	Moon Rider (feat. Wrabel)	3PP9CXeE0PYaM5GIGQqBIV	0.572	0.57	-6.99	0	0.0251	0.0585	0.122	0.279	104.982
2359	KREAM	Pressure	4D8Jh26RrDmNTeXL43kXBE	0.643	0.945	-6.301	0	0.0781	0.146	0.223	0.49	124.928
2360	Rita Ora	Only Want You - Sam Feldt Remix	2wOVXsIRIoniqipE9I5ZVx	0.578	0.786	-4.665	1	0.13	0.000106	0.122	0.347	105.945
2361	Riton	Fake ID	4qq73N1TKocRaYGQS23b9u	0.746	0.862	-6.11	1	0.0776	0.0363	0.225	0.604	122.011
2362	GAMPER & DADONI	Rule The World (feat. ILIRA)	3yvHcaY61FpeSiLiHiIST4	0.717	0.627	-8.198	1	0.0966	0.0	0.222	0.437	125.965
2363	Yves V	Not So Bad (feat. Emie)	1XFHbzTikXks9CsMq4v8Q3	0.74	0.674	-4.374	1	0.0476	0.238	0.154	0.231	126.017
2364	LP Giobbi	Sinner	3LqnR4dZYdZoaVivSIidKH	0.721	0.781	-6.924	1	0.0397	0.087	0.138	0.734	126.975
2365	Krewella	Drive Away	408UEGA6FV2nvQjr1nt1VT	0.502	0.874	-3.742	0	0.203	1.27e-06	0.426	0.392	141.776
2366	San Holo	Honest	1k3J7o5b0tDUzbllLycVUJ	0.45	0.771	-4.588	1	0.106	0.0	0.204	0.41	150.024
2367	KREAM	What You've Done To Me (feat. Bemendé)	2k9kWgFLCiAeRBTmwlGbAv	0.7	0.911	-5.414	0	0.056	0.65	0.163	0.545	123.996
2368	Louis The Child	Save Me From Myself (with NoMBe & Big Gigantic)	7f4bRMqRKRfUNPW2gbTHSt	0.673	0.676	-4.888	0	0.216	1.26e-05	0.428	0.391	82.979
2369	SIDEPIECE	Don’t Keep Me Waiting	1aEHWqvtZ1JIBUl1loQBDn	0.731	0.807	-6.575	1	0.0432	0.00023	0.0737	0.304	126.033
2370	Loud Luxury	Nights Like This	16bbvpBMEc19o6wG3kn8vA	0.699	0.861	-4.99	1	0.0542	2.98e-05	0.276	0.5	126.023
2371	Kaskade	With You	1xK7enJZVdv37fnnxoZlPq	0.362	0.921	-3.815	0	0.486	0.0	0.19	0.529	172.191
2372	Felix Jaehn	I Got A Feeling	4EjUvWnpoZ7ty5i0QG1cPI	0.598	0.833	-3.716	0	0.048	0.0	0.292	0.406	124.973
2373	Felix Jaehn	No Therapy	51tJdUqA3xFmyD7kAs7loi	0.774	0.605	-6.103	0	0.138	0.0	0.355	0.584	125.094
2374	Felix Jaehn	Rain In Ibiza	3uH0Z28CjLImrEq4OooVBk	0.654	0.898	-5.964	1	0.0413	0.0347	0.316	0.722	123.996
2375	Prismo	Solo	2xim40vtvxncHJW5BcMrHN	0.441	0.849	-4.092	0	0.105	0.0108	0.371	0.51	179.91
2376	Cartoon	Piranha	2cVJq55ISQ7LNkWibZzRSY	0.491	0.82	-4.782	0	0.0342	0.000131	0.0695	0.413	174.046
2377	Felix Jaehn	Close Your Eyes	68a30lzWKouhxnpBwvIyzJ	0.844	0.818	-3.727	1	0.2	1.28e-05	0.112	0.536	128.094
2378	Sofi Tukker	Drinkee - Vintage Culture & John Summit Remix	68raS6F0ad2Iilql3yYeCt	0.741	0.726	-6.404	0	0.0462	0.776	0.0776	0.37	124.009
2379	Hardwell	INTO THE UNKNOWN	7nHruG1y3zBupJG6F6UQtB	0.457	0.954	-8.58	1	0.107	0.778	0.297	0.0273	127.969
2380	Swedish House Mafia	Save The World	65hRZOQkVjmBdusz1N7aOv	0.507	0.665	-7.598	1	0.0474	0.0	0.0759	0.4	126.879
2381	Champagne Drip	Me and You	707qqokrSYnzJO5FoGIvFL	0.498	0.756	-4.921	1	0.0299	0.00313	0.195	0.138	139.93
2382	Martin Jensen	Nobody	2qfEcCkEo5NscA9GL7ER72	0.673	0.687	-5.295	0	0.0623	0.0	0.181	0.524	96.964
2383	Alesso	REMEDY	6jreFSOTUAViWjKyzOC4Kg	0.601	0.775	-4.612	1	0.0473	0.0	0.0883	0.483	119.964
2384	Said The Sky	Go on Then, Love	4QlkNEiOQGYcc9t2q2EgEE	0.558	0.852	-4.07	1	0.0752	2.38e-05	0.123	0.28	110.02
2385	Tiësto	WOW	3qPXWPkEZgUhUgPifbE99z	0.6	0.99	-3.016	1	0.337	0.52	0.124	0.192	127.954
2386	GRiZ	For The Love (Big Wild Remix)	6ADKtjBCUtkZbhZdZpnAJr	0.741	0.721	-6.369	0	0.0903	0.00618	0.26	0.548	101.022
2387	ARTY	Take Your Time	3AygCrAj6TZZ6mGkcvD9To	0.583	0.94	-3.05	1	0.0551	0.000206	0.0524	0.378	127.009
2388	SABAI	Million Days	0DzPnTBSmVRKBQAmH3EomR	0.514	0.648	-5.456	1	0.0482	0.0	0.14	0.0816	144.942
2389	ayokay	Kings of Summer	5Ev3sAE6AN0baPJKe3vcy1	0.702	0.598	-7.205	1	0.0299	0.0166	0.118	0.137	134.99
2390	Marshmello	Silence - Illenium Remix	5ip3FCi89E2eDtId6kcJmo	0.475	0.801	-3.071	1	0.0381	0.00178	0.239	0.296	141.92
2391	Kygo	Gone Are The Days (feat. James Gillespie)	4olrSI30e4RN11Cz2SQgEv	0.528	0.453	-9.398	1	0.0396	1.06e-06	0.104	0.281	119.761
2392	Young Bombs	Wrong Side of Love (with Darius Rucker)	1vxjmNMsJRLEhoYGpOXOXB	0.563	0.874	-4.122	1	0.0377	0.0	0.109	0.232	102.021
2393	Lane 8	Run	0yjxW8s0Uuk9uKi0Nh9B7T	0.366	0.802	-6.695	1	0.0357	0.644	0.248	0.23	123.889
2394	NOTD	about you	0Vzrki9UXx6emkXnhNKvG2	0.561	0.772	-5.262	1	0.0331	1.08e-06	0.314	0.255	109.995
2395	Two Friends	Emily	3lhmj5XfT5poIR5ozhiDmH	0.663	0.824	-4.053	1	0.0585	0.0	0.136	0.588	126.055
2396	Tiësto	Secrets	0NIC4unbe5KZOp1d9T7OaF	0.648	0.812	-7.585	0	0.0414	0.0369	0.0857	0.122	128.178
2397	Avicii	Hold The Line (feat. A R I Z O N A)	6EBlOYNcZ8MrdEov9lEdV6	0.648	0.554	-7.005	1	0.0341	2.56e-05	0.0803	0.372	98.045
2398	Mac DeMarco	One Another	5gC8P6NwgqxcTYnwml5q5j	0.82	0.579	-9.601	1	0.0279	0.184	0.113	0.847	104.93
2399	Lost Kings	Phone Down	5bvNpG6wiIEf1PA13TkTu2	0.599	0.682	-5.393	0	0.0882	0.0	0.117	0.459	143.834
2400	Diplo	Bottle’s Bout Dead (feat. ERNEST)	5QVJ97UEhK7tUe84OYs96p	0.65	0.523	-8.368	1	0.0317	0.0	0.0949	0.523	132.03
2401	Sigala	Easy Love	5s7xgzXtmY4gMjeSlgisjy	0.68	0.942	-4.208	1	0.0631	0.0013	0.117	0.647	123.976
2402	Kygo	Someday	73h6Ma5QhBFrshEN2CTevS	0.612	0.686	-6.838	1	0.12	0.0	0.141	0.327	122.115
2403	Rezz	Paper Walls	70TJKH7M76Nw9Oakjuz1OZ	0.558	0.744	-6.103	1	0.033	0.0029	0.346	0.194	97.945
2404	Daya	Bad Girl	3n1HsYVwX6qMvihf5uZDKs	0.682	0.694	-5.866	0	0.0391	1.5e-05	0.0736	0.237	101.983
2405	NERVO	Gotta Be You	2Q8fFORnsDE6I3RNvSLXSf	0.642	0.869	-5.271	0	0.0452	0.0288	0.0708	0.376	123.91
2406	HÄWK	Gimme! Gimme! Gimme! (A Man After Midnight)	3Ty6LPBgKjUtTmk14f2Ux4	0.698	0.788	-5.508	1	0.0797	9.84e-05	0.433	0.578	125.973
2407	RL Grime	Undo - AWAY Remix	49v7kRlVxnwrrJzCRxeRXl	0.72	0.633	-5.212	0	0.0633	0.00157	0.122	0.634	140.027
2408	Marshmello	Fly	2HO0uCyq8jOveEzvmo4JEu	0.63	0.9	-3.955	1	0.0387	0.852	0.203	0.155	134.988
2409	Kaivon	I Love You.	3TmTEN2zy0cyYMjiviWbMK	0.56	0.746	-2.566	0	0.0486	0.0776	0.0999	0.0387	113.966
2410	SLANDER	Superhuman	6jQPolTBq89z9AHrMrmYpS	0.569	0.727	-6.415	1	0.0437	0.0	0.949	0.16	127.908
2411	Mac DeMarco	Dreaming	5LRzyLUOpeNZKZaIpj7SrF	0.456	0.571	-8.384	1	0.0598	0.0916	0.138	0.14	163.451
2412	Cheat Codes	No Chill (feat. Lil Xxel)	5oh6lXsQ3mhw5PvcsJqvXg	0.712	0.748	-4.866	1	0.0283	0.0	0.203	0.845	122.22
2413	Ellie Goulding	Close To Me	2GjMaJ7DacMIkgoe8oMXGg	0.572	0.75	-5.042	0	0.0604	0.0	0.378	0.475	144.081
2414	Mike Posner	Cooler Than Me	2qE3sj3jXj44kbCIU7bkIn	0.84	0.504	-4.277	0	0.15	0.0	0.164	0.79	129.014
2415	Sigala	Came Here for Love	3kGfazcbVvVkuZunzlLgTD	0.708	0.868	-3.287	1	0.0431	0.0	0.122	0.72	124.994
2416	Hayden James	Just Friends	6tB4XVKceo2307SSWXaO0y	0.639	0.685	-4.571	0	0.049	0.0	0.143	0.363	110.041
2417	Loote	85%	5teOR8KU4XNWY2WlVUDiIR	0.574	0.651	-7.585	1	0.046	0.0	0.149	0.368	140.017
2418	Le Youth	Underwater	6qnULXVFGfFqPj0Hpj0tIG	0.672	0.679	-6.068	1	0.0294	0.0811	0.0532	0.321	123.019
2419	Cash Cash	42 (feat. J.Lauryn)	0jpY96JxnwUtXCTtvOWWZG	0.698	0.847	-4.372	0	0.0366	0.0	0.338	0.508	119.985
2420	Felix Cartal	Nothing Good Comes Easy	1m66iYSRv0qEQBo0RqyPaw	0.647	0.773	-5.893	0	0.0403	0.0107	0.714	0.0682	121.997
2421	SLANDER	Potions	5uGCoNepb3NfYHzdVDXQtC	0.545	0.323	-12.006	1	0.0391	2.74e-06	0.107	0.193	149.941
2422	Sigala	Sweet Lovin' - Radio Edit	1qp0ptMXNg9hqLH8sk7cc2	0.68	0.85	-2.785	1	0.0661	1.98e-06	0.339	0.71	124.942
2423	Tinie Tempah	Written in the Stars (feat. Eric Turner)	61HQWI1Woxup7CnGwVUsdI	0.644	0.945	-3.534	1	0.0717	0.0	0.184	0.573	91.017
2424	Icona Pop	All Night	15iosIuxC3C53BgsM5Uggs	0.6	0.905	-3.41	0	0.0357	0.0	0.831	0.636	124.032
2425	Years & Years	Desire - Gryffin Remix	6JzCO4ZzxAXhY86vTcqM1Q	0.543	0.876	-5.069	0	0.0512	0.0	0.157	0.415	122.058
2426	Steve Aoki	Kong 2.0	11xyATb8URhEFt5QKHgYZN	0.746	0.851	-4.204	0	0.0511	0.0	0.11	0.307	124.023
2427	RL Grime	Take It Away	5ZahQIsfOhgRoLS2UpUN7J	0.594	0.815	-3.47	1	0.0423	0.0	0.0948	0.339	137.933
2428	Kygo	This Town (feat. Sasha Alex Sloan)	4aSfgWmRa9KsISD4Jmx7QB	0.736	0.449	-7.956	0	0.0633	6.63e-05	0.117	0.487	147.971
2429	SVDDEN DEATH	Behemoth	4o7Rszx7VVCzrCr1RPlPot	0.891	0.893	-0.595	0	0.191	0.142	0.0768	0.555	139.933
2430	Cheat Codes	No Promises (feat. Demi Lovato) - Ashworth Remix	6TmtxRY1tGhH6rY8HVvHG7	0.673	0.646	-7.101	1	0.0552	0.0	0.187	0.521	121.119
2431	Big Gigantic	Miss Primetime (feat. Pell)	3yPTvclOFf23OcsCEfy6i4	0.589	0.934	-1.436	1	0.12	0.0	0.0918	0.586	136.888
2432	Lost Kings	Anti-Everything	5d1fRO6RYAtbPPgbpSHnlA	0.734	0.663	-7.292	1	0.185	0.0	0.12	0.256	101.943
2433	The Knocks	Nobody But Me (feat. Cold War Kids)	4DMDtsHojzFgAKbtFYKoJ9	0.639	0.925	-2.884	1	0.061	0.000187	0.721	0.652	110.001
